S11;S22;S33;S23;S13;S12;E11;E22;E33;E23;E13;E12;Ep11;Ep22;Ep33;Ep23;Ep13;Ep12;PEEQ;MISES;ux;uy;uz
 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 4.00000e-04; 0.00000e+00; 0.00000e+00
 1.30564e+01;-2.65338e-12;-2.75358e-12;-4.63726e-17;-1.90983e-16; 1.82868e-16; 9.99950e-05;-3.38815e-05;-3.48808e-05; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 1.30564e+01; 4.00000e-04; 0.00000e+00; 0.00000e+00
 2.61115e+01;-3.70737e-12;-3.78675e-12;-6.82751e-16;-4.00343e-16;-1.32071e-16; 1.99980e-04;-6.77596e-05;-6.97580e-05; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 2.61115e+01; 4.00000e-04; 0.00000e+00; 0.00000e+00
 3.91654e+01;-3.70731e-12;-3.78797e-12;-1.13881e-15;-8.53034e-16; 2.10806e-16; 2.99955e-04;-1.01634e-04;-1.04632e-04; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 3.91654e+01; 4.00000e-04; 0.00000e+00; 0.00000e+00
 4.93455e+01;-7.43253e-03;-9.94371e-03;-2.60766e-03;-1.17597e-02;-1.05272e-02; 3.99920e-04;-1.38500e-04;-1.42335e-04; 8.69568e-09; 1.97614e-07; 1.52973e-07; 2.15702e-05;-1.08154e-05;-1.08156e-05; 3.70174e-08; 3.51346e-07; 2.89644e-07; 2.15921e-05; 4.93542e+01; 4.00000e-04; 0.00000e+00; 0.00000e+00
 4.93551e+01;-2.39471e-05;-2.30949e-05; 1.30220e-02;-5.89056e-02;-2.41254e-02; 4.99875e-04;-1.88684e-04;-1.92602e-04; 1.40504e-07; 1.29933e-06; 1.03542e-06; 1.21498e-04;-6.10055e-05;-6.11132e-05; 8.19126e-09; 1.92966e-06; 1.31381e-06; 1.21713e-04; 4.93552e+01; 4.00000e-04; 0.00000e+00; 0.00000e+00
 5.13945e+01;-1.86265e-09; 3.72529e-09; 2.53588e-02;-7.78600e-02;-2.96798e-02; 5.82252e-04;-2.27841e-04;-2.32076e-04; 8.67524e-08; 2.05682e-06; 1.57153e-06; 1.88256e-04;-9.48702e-05;-9.51394e-05;-1.72287e-07; 2.87855e-06; 1.90781e-06; 1.88853e-04; 5.13947e+01; 4.00000e-04; 0.00000e+00; 0.00000e+00
 5.13948e+01; 1.86265e-08; 7.45058e-09; 5.60795e-02;-1.20476e-01;-4.56283e-02; 1.00057e-03;-4.39220e-04;-4.44481e-04;-9.06728e-08; 6.58667e-06; 4.98085e-06; 6.06575e-04;-3.06249e-04;-3.07543e-04;-6.65201e-07; 7.83565e-06; 5.48334e-06; 6.09016e-04; 5.13953e+01; 4.00000e-04; 0.00000e+00; 0.00000e+00
 5.13948e+01; 0.00000e+00; 3.72529e-09; 5.78413e-02;-1.20580e-01;-5.11539e-02; 1.49995e-03;-6.89388e-04;-6.95966e-04;-1.43852e-07; 1.16688e-05; 9.26905e-06; 1.10595e-03;-5.56416e-04;-5.59029e-04;-7.36380e-07; 1.29109e-05; 9.82913e-06; 1.10916e-03; 5.13954e+01; 4.00000e-04; 0.00000e+00; 0.00000e+00
 5.20686e+01; 0.00000e+00; 1.49012e-08; 5.93774e-02;-1.19658e-01;-5.10319e-02; 1.63255e-03;-7.53429e-04;-7.60540e-04;-2.50895e-07; 1.28668e-05; 1.03184e-05; 1.23251e-03;-6.19633e-04;-6.22654e-04;-8.83346e-07; 1.42362e-05; 1.09941e-05; 1.23582e-03; 5.20692e+01; 4.00000e-04; 0.00000e+00; 0.00000e+00
 5.36978e+01;-1.86265e-09; 1.11759e-08; 6.80329e-02;-1.26091e-01;-5.30774e-02; 1.84975e-03;-8.59873e-04;-8.67856e-04;-5.08889e-07; 1.49248e-05; 1.21343e-05; 1.43723e-03;-7.21848e-04;-7.25617e-04;-1.22966e-06; 1.63546e-05; 1.28314e-05; 1.44070e-03; 5.36985e+01; 4.00000e-04; 0.00000e+00; 0.00000e+00
 5.36979e+01; 0.00000e+00; 3.72529e-09; 8.53232e-02;-1.36935e-01;-5.57556e-02; 2.24932e-03;-1.05974e-03;-1.06960e-03;-1.54193e-06; 1.89637e-05; 1.56721e-05; 1.83680e-03;-9.21720e-04;-9.27366e-04;-2.43750e-06; 2.04922e-05; 1.63971e-05; 1.84097e-03; 5.36987e+01; 4.00000e-04; 0.00000e+00; 0.00000e+00
 5.45118e+01;-1.11759e-08; 7.45058e-09; 8.50671e-02;-1.34871e-01;-5.86548e-02; 2.65458e-03;-1.25995e-03;-1.27180e-03;-2.51288e-06; 2.28205e-05; 1.93806e-05; 2.23582e-03;-1.11981e-03;-1.12739e-03;-3.40255e-06; 2.43152e-05; 2.01358e-05; 2.23970e-03; 5.45126e+01; 4.00000e-04; 0.00000e+00; 0.00000e+00
 5.57327e+01; 0.00000e+00; 0.00000e+00; 9.81330e-02;-1.43099e-01;-5.89925e-02; 2.77788e-03;-1.32006e-03;-1.33276e-03;-3.06555e-06; 2.39725e-05; 2.04121e-05; 2.34977e-03;-1.17675e-03;-1.18509e-03;-4.08739e-06; 2.55462e-05; 2.11708e-05; 2.35388e-03; 5.57336e+01; 4.00000e-04; 0.00000e+00; 0.00000e+00
 5.57328e+01; 1.30385e-08;-7.45058e-09; 1.12468e-01;-1.50890e-01;-6.18024e-02; 3.24765e-03;-1.55366e-03;-1.56949e-03;-5.25869e-06; 2.85475e-05; 2.47953e-05; 2.81954e-03;-1.41035e-03;-1.42181e-03;-6.41865e-06; 3.01809e-05; 2.55834e-05; 2.82386e-03; 5.57338e+01; 4.00000e-04; 0.00000e+00; 0.00000e+00
 5.59363e+01;-1.81068e-01;-1.82067e-01; 7.20288e-02;-1.08687e-01;-6.91713e-02; 3.72100e-03;-1.77442e-03;-1.79360e-03;-6.88799e-06; 3.22777e-05; 2.91582e-05; 3.28211e-03;-1.63818e-03;-1.65251e-03;-8.21419e-06; 3.46802e-05; 3.14175e-05; 3.28510e-03; 5.61184e+01; 4.00000e-04; 0.00000e+00; 0.00000e+00
 5.65656e+01;-7.45058e-09; 1.49012e-08; 1.06194e-01;-1.30293e-01;-6.02274e-02; 3.98015e-03;-1.89641e-03;-1.91760e-03;-7.98986e-06; 3.44880e-05; 3.16985e-05; 3.53468e-03;-1.76222e-03;-1.77842e-03;-9.88299e-06; 3.74693e-05; 3.42987e-05; 3.53681e-03; 5.65665e+01; 4.00000e-04; 0.00000e+00; 0.00000e+00
 5.74410e+01; 5.49857e-02; 5.79222e-02; 1.18991e-01;-1.51683e-01;-5.52482e-02; 4.41563e-03;-2.09645e-03;-2.12125e-03;-1.00103e-05; 3.77724e-05; 3.59553e-05; 3.95568e-03;-1.96849e-03;-1.98794e-03;-1.27169e-05; 4.20551e-05; 3.97763e-05; 3.95609e-03; 5.73856e+01; 4.00000e-04; 0.00000e+00; 0.00000e+00
 5.80768e+01;-7.45058e-08;-3.35276e-08; 1.28733e-01;-1.61426e-01;-6.59220e-02; 4.68005e-03;-2.22187e-03;-2.24912e-03;-1.17579e-05; 3.97980e-05; 3.83864e-05; 4.21260e-03;-2.09434e-03;-2.11612e-03;-1.48603e-05; 4.44369e-05; 4.25522e-05; 4.21207e-03; 5.80780e+01; 4.00000e-04; 0.00000e+00; 0.00000e+00
 5.94683e+01;-2.08616e-07; 4.47035e-08; 1.54357e-01;-1.47011e-01;-5.55383e-02; 5.12785e-03;-2.42708e-03;-2.45866e-03;-1.41659e-05; 4.33189e-05; 4.30970e-05; 4.64158e-03;-2.30420e-03;-2.33005e-03;-1.84393e-05; 4.89134e-05; 4.84878e-05; 4.63934e-03; 5.94695e+01; 4.00000e-04; 0.00000e+00; 0.00000e+00
 6.03456e+01; 1.18097e-01; 1.19795e-01; 1.16347e-01;-1.40938e-01;-8.06231e-02; 5.60030e-03;-2.64570e-03;-2.68212e-03;-1.73728e-05; 4.68864e-05; 4.78498e-05; 5.10107e-03;-2.52810e-03;-2.55858e-03;-2.21788e-05; 5.33410e-05; 5.47267e-05; 5.09652e-03; 6.02277e+01; 4.00000e-04; 0.00000e+00; 0.00000e+00
 6.18533e+01;-1.37091e-06;-1.19209e-06; 1.54206e-01;-1.64611e-01;-8.65623e-02; 5.87994e-03;-2.77838e-03;-2.81797e-03;-1.97807e-05; 4.90732e-05; 5.05760e-05; 5.36723e-03;-2.65758e-03;-2.69112e-03;-2.51405e-05; 5.58815e-05; 5.75929e-05; 5.36131e-03; 6.18547e+01; 4.00000e-04; 0.00000e+00; 0.00000e+00
 6.18541e+01; 2.98023e-08;-1.49012e-08; 1.90158e-01;-1.88578e-01;-8.35160e-02; 6.20648e-03;-2.93794e-03;-2.98182e-03;-2.33953e-05; 5.18566e-05; 5.39258e-05; 5.69376e-03;-2.81714e-03;-2.85496e-03;-2.90937e-05; 5.88835e-05; 6.09110e-05; 5.68683e-03; 6.18560e+01; 4.00000e-04; 0.00000e+00; 0.00000e+00
 6.18807e+01; 6.83926e-02; 6.64750e-02; 1.96141e-01;-1.92308e-01;-8.40246e-02; 6.70326e-03;-3.17705e-03;-3.22736e-03;-2.85198e-05; 5.56673e-05; 5.92361e-05; 6.18953e-03;-3.05766e-03;-3.10195e-03;-3.43871e-05; 6.28151e-05; 6.63581e-05; 6.17989e-03; 6.18153e+01; 4.00000e-04; 0.00000e+00; 0.00000e+00
 6.26119e+01; 0.00000e+00; 1.49012e-08; 1.93038e-01;-1.91913e-01;-8.43621e-02; 6.83518e-03;-3.23889e-03;-3.29097e-03;-2.99046e-05; 5.65738e-05; 6.05215e-05; 6.31454e-03;-3.11822e-03;-3.16425e-03;-3.59297e-05; 6.38497e-05; 6.77352e-05; 6.30419e-03; 6.26139e+01; 4.00000e-04; 0.00000e+00; 0.00000e+00
 6.46955e+01;-2.98023e-08;-2.98023e-08; 2.15058e-01;-1.89460e-01;-6.92726e-02; 7.10711e-03;-3.36670e-03;-3.42246e-03;-3.25202e-05; 5.85385e-05; 6.35319e-05; 6.56960e-03;-3.24150e-03;-3.29109e-03;-3.88434e-05; 6.58856e-05; 7.07588e-05; 6.55763e-03; 6.46975e+01; 4.00000e-04; 0.00000e+00; 0.00000e+00
 6.46961e+01;-1.19209e-07; 0.00000e+00; 2.41139e-01;-2.04568e-01;-6.52719e-02; 7.29122e-03;-3.45654e-03;-3.51529e-03;-3.49515e-05; 6.00512e-05; 6.56766e-05; 6.75372e-03;-3.33134e-03;-3.38392e-03;-4.15177e-05; 6.75356e-05; 7.28618e-05; 6.74128e-03; 6.46985e+01; 4.00000e-04; 0.00000e+00; 0.00000e+00
 6.46975e+01; 0.00000e+00;-5.96046e-08; 2.57746e-01;-2.12946e-01;-6.22355e-02; 7.78747e-03;-3.69746e-03;-3.76421e-03;-4.13251e-05; 6.38920e-05; 7.16315e-05; 7.24995e-03;-3.57225e-03;-3.63283e-03;-4.79936e-05; 7.14197e-05; 7.87851e-05; 7.23543e-03; 6.47002e+01; 4.00000e-04; 0.00000e+00; 0.00000e+00
 6.50069e+01;-8.24130e-02;-8.35975e-02; 2.18655e-01;-1.84040e-01;-6.26114e-02; 8.28347e-03;-3.92748e-03;-4.00175e-03;-4.68102e-05; 6.69479e-05; 7.76629e-05; 7.73719e-03;-3.80691e-03;-3.87522e-03;-5.41849e-05; 7.49055e-05; 8.57917e-05; 7.71932e-03; 6.50919e+01; 4.00000e-04; 0.00000e+00; 0.00000e+00
 6.67073e+01; 5.96046e-08; 1.19209e-07; 2.53578e-01;-2.04896e-01;-6.39916e-02; 8.48335e-03;-4.02182e-03;-4.09949e-03;-4.93952e-05; 6.83384e-05; 8.00054e-05; 7.92448e-03;-3.89725e-03;-3.96885e-03;-5.70978e-05; 7.64903e-05; 8.81486e-05; 7.90553e-03; 6.67098e+01; 4.00000e-04; 0.00000e+00; 0.00000e+00
 6.67091e+01;-5.96046e-08;-5.96046e-08; 2.86599e-01;-2.24951e-01;-6.24933e-02; 8.93757e-03;-4.24119e-03;-4.32723e-03;-5.60213e-05; 7.15929e-05; 8.57120e-05; 8.37870e-03;-4.11662e-03;-4.19659e-03;-6.39810e-05; 7.99070e-05; 9.38397e-05; 8.35743e-03; 6.67122e+01; 4.00000e-04; 0.00000e+00; 0.00000e+00
 6.83275e+01;-1.16229e-06;-8.34465e-07; 2.90761e-01;-2.26355e-01;-6.11878e-02; 9.26582e-03;-4.39716e-03;-4.48916e-03;-6.05354e-05; 7.37040e-05; 8.98140e-05; 8.69455e-03;-4.26838e-03;-4.35418e-03;-6.84793e-05; 8.20047e-05; 9.79280e-05; 8.67117e-03; 6.83305e+01; 4.00000e-04; 0.00000e+00; 0.00000e+00
 6.83294e+01; 1.19209e-07; 0.00000e+00; 3.14599e-01;-2.38619e-01;-5.85886e-02; 9.59126e-03;-4.55441e-03;-4.65300e-03;-6.56967e-05; 7.58943e-05; 9.40286e-05; 9.01997e-03;-4.42563e-03;-4.51803e-03;-7.38162e-05; 8.42894e-05; 1.02116e-04; 8.99519e-03; 6.83329e+01; 4.00000e-04; 0.00000e+00; 0.00000e+00
 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 4.00000e-04; 0.00000e+00
-2.68513e-12; 1.32765e+01;-2.62146e-12; 3.14303e-16;-6.80213e-17;-2.51444e-16;-3.44526e-05; 9.99950e-05;-3.37888e-05; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 1.32765e+01; 0.00000e+00; 4.00000e-04; 0.00000e+00
-3.70820e-12; 2.65516e+01;-3.65719e-12; 7.36775e-16; 1.02032e-16;-4.14004e-16;-6.89017e-05; 1.99980e-04;-6.75743e-05; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 2.65516e+01; 0.00000e+00; 4.00000e-04; 0.00000e+00
-3.70282e-12; 3.98255e+01;-3.65541e-12; 9.22283e-16;-6.54051e-17;-4.74969e-16;-1.03347e-04; 2.99955e-04;-1.01356e-04; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 3.98255e+01; 0.00000e+00; 4.00000e-04; 0.00000e+00
-8.63308e-02; 4.96590e+01;-8.86059e-02; 2.92745e-02;-1.25210e-02;-3.57059e-02;-1.41621e-04; 3.99920e-04;-1.38727e-04;-2.27374e-07; 1.42394e-07; 4.96342e-07;-1.29192e-05; 2.48864e-05;-1.24443e-05;-5.74544e-07; 2.98182e-07; 9.69730e-07; 2.50570e-05; 4.97465e+01; 0.00000e+00; 4.00000e-04; 0.00000e+00
-2.22232e-05; 4.97532e+01;-2.03997e-05; 1.00070e-01;-1.98203e-02;-1.47024e-01;-1.93306e-04; 4.99875e-04;-1.88611e-04;-1.27958e-06; 8.37144e-07; 2.78615e-06;-6.47842e-05; 1.24581e-04;-6.25313e-05;-2.35376e-06; 1.06679e-06; 4.41886e-06; 1.25541e-04; 4.97542e+01; 0.00000e+00; 4.00000e-04; 0.00000e+00
 0.00000e+00; 5.18277e+01;-7.45058e-09; 1.23706e-01;-2.42459e-02;-1.88079e-01;-2.33748e-04; 5.82252e-04;-2.27806e-04;-1.77856e-06; 1.27958e-06; 4.34804e-06;-9.98435e-05; 1.91334e-04;-9.64467e-05;-3.09534e-06; 1.55401e-06; 6.40786e-06; 1.93056e-04; 5.18292e+01; 0.00000e+00; 4.00000e-04; 0.00000e+00
-1.86265e-08; 5.18291e+01;-1.49012e-08; 1.90542e-01;-3.37346e-02;-2.92410e-01;-4.52599e-04; 1.00057e-03;-4.39504e-04;-4.63158e-06; 3.90158e-06; 1.38413e-05;-3.18690e-04; 6.09644e-04;-3.08142e-04;-6.63259e-06; 4.27204e-06; 1.69803e-05; 6.15552e-04; 5.18327e+01; 0.00000e+00; 4.00000e-04; 0.00000e+00
 7.45058e-09; 5.18292e+01; 0.00000e+00; 2.01521e-01;-3.44547e-02;-3.04688e-01;-7.11648e-04; 1.49995e-03;-6.90221e-04;-7.72162e-06; 6.84192e-06; 2.48404e-05;-5.77739e-04; 1.10902e-03;-5.58859e-04;-9.83058e-06; 7.21975e-06; 2.80905e-05; 1.11848e-03; 5.18331e+01; 0.00000e+00; 4.00000e-04; 0.00000e+00
-3.72529e-09; 5.25750e+01;-1.49012e-08; 1.94430e-01;-3.47249e-02;-3.00265e-01;-7.77661e-04; 1.63255e-03;-7.54246e-04;-8.38975e-06; 7.57249e-06; 2.74858e-05;-6.42895e-04; 1.23497e-03;-6.21996e-04;-1.05739e-05; 8.02239e-06; 3.10307e-05; 1.24524e-03; 5.25787e+01; 0.00000e+00; 4.00000e-04; 0.00000e+00
 3.72529e-09; 5.42317e+01;-1.49012e-08; 1.95170e-01;-3.62967e-02;-3.10861e-01;-8.87819e-04; 1.84975e-03;-8.61135e-04;-9.40793e-06; 8.80189e-06; 3.21047e-05;-7.48754e-04; 1.43969e-03;-7.24669e-04;-1.15974e-05; 9.26774e-06; 3.57496e-05; 1.45126e-03; 5.42354e+01; 0.00000e+00; 4.00000e-04; 0.00000e+00
-5.58794e-09; 5.42318e+01;-2.23517e-08; 1.91246e-01;-3.90768e-02;-3.23781e-01;-1.09472e-03; 2.24932e-03;-1.06220e-03;-1.08438e-05; 1.12864e-05; 4.14103e-05;-9.55654e-04; 1.83926e-03;-9.25733e-04;-1.29889e-05; 1.17805e-05; 4.51644e-05; 1.85370e-03; 5.42357e+01; 0.00000e+00; 4.00000e-04; 0.00000e+00
-6.70552e-07; 5.58871e+01;-6.55651e-07; 1.91013e-01;-3.93034e-02;-3.23680e-01;-1.30409e-03; 2.66081e-03;-1.26583e-03;-1.22113e-05; 1.36981e-05; 5.06377e-05;-1.16073e-03; 2.23828e-03;-1.12515e-03;-1.43494e-05; 1.41945e-05; 5.43602e-05; 2.25460e-03; 5.58909e+01; 0.00000e+00; 4.00000e-04; 0.00000e+00
 4.19095e-09; 5.58872e+01; 0.00000e+00; 1.84088e-01;-4.20907e-02;-3.33895e-01;-1.43114e-03; 2.90739e-03;-1.38970e-03;-1.26055e-05; 1.52657e-05; 5.65928e-05;-1.28778e-03; 2.48486e-03;-1.24902e-03;-1.46708e-05; 1.57904e-05; 6.03991e-05; 2.50267e-03; 5.58912e+01; 0.00000e+00; 4.00000e-04; 0.00000e+00
 0.00000e+00; 5.58874e+01; 0.00000e+00; 1.82209e-01;-4.32016e-02;-3.35418e-01;-1.68623e-03; 3.40581e-03;-1.63853e-03;-1.33241e-05; 1.83505e-05; 6.85577e-05;-1.54287e-03; 2.98328e-03;-1.49785e-03;-1.53668e-05; 1.88866e-05; 7.23277e-05; 3.00299e-03; 5.58914e+01; 0.00000e+00; 4.00000e-04; 0.00000e+00
-2.23517e-08; 5.75416e+01;-4.47035e-08; 1.76452e-01;-4.54000e-02;-3.42991e-01;-1.76841e-03; 3.57008e-03;-1.71892e-03;-1.32483e-05; 1.93341e-05; 7.23569e-05;-1.62076e-03; 3.13510e-03;-1.57404e-03;-1.52322e-05; 1.98925e-05; 7.61874e-05; 3.15557e-03; 5.75455e+01; 0.00000e+00; 4.00000e-04; 0.00000e+00
-7.45058e-09; 5.75420e+01;-2.98023e-08; 1.72653e-01;-4.76550e-02;-3.47477e-01;-2.01994e-03; 4.06312e-03;-1.96505e-03;-1.29271e-05; 2.24519e-05; 8.46310e-05;-1.87228e-03; 3.62813e-03;-1.82016e-03;-1.48735e-05; 2.30332e-05; 8.84429e-05; 3.65021e-03; 5.75460e+01; 0.00000e+00; 4.00000e-04; 0.00000e+00
-1.49012e-08; 5.91949e+01; 0.00000e+00; 1.70610e-01;-4.88620e-02;-3.49781e-01;-2.14897e-03; 4.32141e-03;-2.09144e-03;-1.26313e-05; 2.39794e-05; 9.07651e-05;-1.99703e-03; 3.87397e-03;-1.94235e-03;-1.45585e-05; 2.45729e-05; 9.45649e-05; 3.89644e-03; 5.91988e+01; 0.00000e+00; 4.00000e-04; 0.00000e+00
 0.00000e+00; 5.91956e+01; 2.98023e-08; 1.63179e-01;-5.25886e-02;-3.59109e-01;-2.35151e-03; 4.71999e-03;-2.29028e-03;-1.14712e-05; 2.65271e-05; 1.01026e-04;-2.19956e-03; 4.27255e-03;-2.14119e-03;-1.33292e-05; 2.71585e-05; 1.04858e-04; 4.29600e-03; 5.91996e+01; 0.00000e+00; 4.00000e-04; 0.00000e+00
-6.03350e-02; 5.99336e+01;-5.75633e-02; 1.75819e-01;-4.19123e-02;-3.17923e-01;-2.54699e-03; 5.11803e-03;-2.48224e-03;-1.02714e-05; 2.89571e-05; 1.10542e-04;-2.39594e-03; 4.66166e-03;-2.33404e-03;-1.23306e-05; 2.98340e-05; 1.14973e-04; 4.68519e-03; 5.99959e+01; 0.00000e+00; 4.00000e-04; 0.00000e+00
 1.90611e-01; 6.01452e+01; 1.95106e-01; 1.47604e-01;-5.52524e-02;-3.30039e-01;-2.75209e-03; 5.54077e-03;-2.68387e-03;-9.13056e-06; 3.16021e-05; 1.20490e-04;-2.60612e-03; 5.07983e-03;-2.54062e-03;-1.12002e-05; 3.32072e-05; 1.26785e-04; 5.10293e-03; 5.99557e+01; 0.00000e+00; 4.00000e-04; 0.00000e+00
 1.86265e-08; 6.10924e+01; 7.45058e-09; 1.43081e-01;-6.27454e-02;-3.66193e-01;-2.97065e-03; 5.98818e-03;-2.89929e-03;-6.96385e-06; 3.42747e-05; 1.31400e-04;-2.82484e-03; 5.51560e-03;-2.75617e-03;-9.14364e-06; 3.63426e-05; 1.39308e-04; 5.53826e-03; 6.10962e+01; 0.00000e+00; 4.00000e-04; 0.00000e+00
 6.36802e-02; 6.18570e+01; 6.61910e-02; 1.39169e-01;-6.47633e-02;-3.49107e-01;-3.17718e-03; 6.43540e-03;-3.10274e-03;-5.06856e-06; 3.71105e-05; 1.41127e-04;-3.04020e-03; 5.94701e-03;-2.96839e-03;-7.49438e-06; 4.04609e-05; 1.52863e-04; 5.96845e-03; 6.17956e+01; 0.00000e+00; 4.00000e-04; 0.00000e+00
-6.09215e-02; 6.25336e+01;-6.26591e-02; 9.66190e-02;-5.99292e-02;-3.84104e-01;-3.40395e-03; 6.93206e-03;-3.32624e-03;-3.18519e-06; 4.02439e-05; 1.51536e-04;-3.27784e-03; 6.42470e-03;-3.20287e-03;-4.83617e-06; 4.47217e-05; 1.68382e-04; 6.44435e-03; 6.25993e+01; 0.00000e+00; 4.00000e-04; 0.00000e+00
-7.29688e-02; 6.38274e+01;-7.85309e-02; 1.56916e-01;-9.15803e-02;-2.81183e-01;-3.62611e-03; 7.42849e-03;-3.54564e-03;-5.83644e-07; 4.33629e-05; 1.62468e-04;-3.51168e-03; 6.89619e-03;-3.43414e-03;-2.45459e-06; 5.00291e-05; 1.84376e-04; 6.91380e-03; 6.39058e+01; 0.00000e+00; 4.00000e-04; 0.00000e+00
-8.16444e-02; 6.49989e+01;-8.30183e-02; 7.06029e-02;-8.76648e-02;-3.66606e-01;-3.85235e-03; 7.92466e-03;-3.76945e-03; 2.09076e-06; 4.67931e-05; 1.73810e-04;-3.74696e-03; 7.37121e-03;-3.66749e-03; 1.47643e-06; 5.44802e-05; 2.00574e-04; 7.38677e-03; 6.50847e+01; 0.00000e+00; 4.00000e-04; 0.00000e+00
 7.59884e-02; 6.58970e+01; 7.75207e-02; 2.59187e-02;-6.05437e-02;-3.93490e-01;-4.08341e-03; 8.42059e-03;-3.99886e-03; 5.80992e-06; 5.02047e-05; 1.86180e-04;-3.98496e-03; 7.85259e-03;-3.90425e-03; 6.12384e-06; 5.84590e-05; 2.16077e-04; 7.86601e-03; 6.58239e+01; 0.00000e+00; 4.00000e-04; 0.00000e+00
 1.96251e-02; 6.65368e+01; 2.07353e-02; 3.45898e-02;-6.76968e-02;-3.50193e-01;-4.31273e-03; 8.91627e-03;-4.22694e-03; 1.02387e-05; 5.34242e-05; 1.98858e-04;-4.22193e-03; 8.33339e-03;-4.14049e-03; 1.12145e-05; 6.27031e-05; 2.31884e-04; 8.34437e-03; 6.65196e+01; 0.00000e+00; 4.00000e-04; 0.00000e+00
 2.16594e-01; 6.72219e+01; 2.23886e-01; 2.12342e-02;-6.43305e-02;-3.45830e-01;-4.52391e-03; 9.41171e-03;-4.43617e-03; 1.25876e-05; 5.67953e-05; 2.07940e-04;-4.45260e-03; 8.80399e-03;-4.37031e-03; 1.49936e-05; 6.87453e-05; 2.49430e-04; 8.81170e-03; 6.70045e+01; 0.00000e+00; 4.00000e-04; 0.00000e+00
 1.19209e-07; 6.86035e+01;-1.19209e-07;-1.89149e-02;-7.06832e-02;-4.05909e-01;-4.73765e-03; 9.85740e-03;-4.65028e-03; 1.78915e-05; 5.97120e-05; 2.20027e-04;-4.66479e-03; 9.23492e-03;-4.58315e-03; 2.09379e-05; 7.20230e-05; 2.63200e-04; 9.24074e-03; 6.86072e+01; 0.00000e+00; 4.00000e-04; 0.00000e+00
 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 2.82843e-04; 2.82843e-04; 0.00000e+00
 1.40541e+01; 1.42303e+01;-1.01978e-11; 3.60676e-17;-1.36043e-16; 3.25099e-16; 7.07082e-05; 7.07082e-05;-7.37623e-05; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 1.41430e+01; 2.82843e-04; 2.82843e-04; 0.00000e+00
 2.81072e+01; 2.84595e+01;-1.45850e-11; 2.78236e-16;-1.98866e-16; 7.10965e-17; 1.41411e-04; 1.41411e-04;-1.47519e-04; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 2.82850e+01; 2.82843e-04; 2.82843e-04; 0.00000e+00
 4.21593e+01; 4.26878e+01;-1.45723e-11; 4.22506e-16;-1.18793e-15;-7.72260e-16; 2.12110e-04; 2.12110e-04;-2.21271e-04; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 4.24260e+01; 2.82843e-04; 2.82843e-04; 0.00000e+00
